Target Distance:50, Step size:1
711: (x,y)=(-8.3735,26.1228)
712: (x,y)=(-10.0316,25.0044)
713: (x,y)=(-12.0267,24.8649)
714: (x,y)=(-10.1357,25.516)
715: (x,y)=(-12.0151,26.2001)
716: (x,y)=(-12.5663,28.1226)
717: (x,y)=(-11.9816,26.21)
718: (x,y)=(-10.7503,27.786)
719: (x,y)=(-12.4276,28.8753)
720: (x,y)=(-11.0383,27.4366)
721: (x,y)=(-11.623,29.3492)
722: (x,y)=(-9.68244,28.8654)
723: (x,y)=(-11.5735,29.5165)
724: (x,y)=(-11.0222,31.439)
725: (x,y)=(-9.49011,32.7246)
726: (x,y)=(-8.52049,30.9754)
727: (x,y)=(-7.52049,29.2433)
728: (x,y)=(-9.19783,30.3326)
729: (x,y)=(-11.1975,30.3675)
730: (x,y)=(-13.1927,30.507)
731: (x,y)=(-12.0455,32.1453)
732: (x,y)=(-12.5968,30.2228)
733: (x,y)=(-13.1144,32.1546)
734: (x,y)=(-14.5286,33.5689)
735: (x,y)=(-16.3262,34.4456)
736: (x,y)=(-18.3186,34.2713)
737: (x,y)=(-20.3183,34.3062)
738: (x,y)=(-22.3156,34.4109)
739: (x,y)=(-24.0648,35.3805)
740: (x,y)=(-23.7519,33.4051)
741: (x,y)=(-22.0558,32.3453)
742: (x,y)=(-23.8534,31.4685)
743: (x,y)=(-21.9047,31.9184)
744: (x,y)=(-21.4208,33.859)
745: (x,y)=(-20.9709,31.9103)
746: (x,y)=(-22.0602,30.2329)
747: (x,y)=(-21.5426,32.1648)
748: (x,y)=(-19.6882,31.4156)
749: (x,y)=(-19.5835,33.4128)
750: (x,y)=(-18.0741,34.725)
751: (x,y)=(-16.2331,35.5064)
752: (x,y)=(-18.0457,34.6612)
753: (x,y)=(-18.7949,36.5156)
754: (x,y)=(-16.8144,36.2372)
755: (x,y)=(-18.4324,35.0616)
756: (x,y)=(-17.4935,36.8275)
757: (x,y)=(-19.3345,36.0461)
758: (x,y)=(-21.3196,36.2898)
759: (x,y)=(-19.3971,36.8411)
760: (x,y)=(-17.665,37.8411)
761: (x,y)=(-16.5179,36.2028)
762: (x,y)=(-14.5328,35.959)
763: (x,y)=(-14.2544,33.9785)
764: (x,y)=(-12.745,35.2906)
765: (x,y)=(-14.7083,35.6722)
766: (x,y)=(-12.959,36.6419)
767: (x,y)=(-11.068,37.293)
768: (x,y)=(-10.2865,35.452)
769: (x,y)=(-9.28653,37.184)
770: (x,y)=(-7.29414,37.0097)
771: (x,y)=(-7.64143,35.0401)
772: (x,y)=(-7.46712,33.0477)
773: (x,y)=(-5.51083,33.4635)
774: (x,y)=(-3.71324,32.5868)
775: (x,y)=(-3.40037,30.6114)
776: (x,y)=(-5.33222,31.1291)
777: (x,y)=(-4.18507,32.7674)
778: (x,y)=(-2.37245,31.9221)
779: (x,y)=(-0.387361,31.6784)
780: (x,y)=(-2.02567,32.8255)
781: (x,y)=(-2.23472,30.8365)
782: (x,y)=(-4.2335,30.9063)
783: (x,y)=(-4.1986,28.9066)
784: (x,y)=(-4.58022,30.8699)
785: (x,y)=(-5.36168,29.0288)
786: (x,y)=(-7.31797,28.613)
787: (x,y)=(-6.31797,30.3451)
788: (x,y)=(-4.36923,29.8952)
789: (x,y)=(-6.02731,31.0136)
790: (x,y)=(-5.05769,32.7628)
791: (x,y)=(-6.14697,34.4401)
792: (x,y)=(-4.23436,33.8554)
793: (x,y)=(-6.15688,33.3041)
794: (x,y)=(-5.37542,31.4631)
795: (x,y)=(-6.52257,33.1014)
796: (x,y)=(-5.01315,31.7893)
797: (x,y)=(-3.12212,31.1382)
798: (x,y)=(-1.52485,29.9345)
799: (x,y)=(-3.50538,30.2129)
800: (x,y)=(-2.21981,31.745)
801: (x,y)=(-0.256552,32.1266)
802: (x,y)=(1.68404,31.6427)
803: (x,y)=(0.221332,33.0067)
804: (x,y)=(2.10072,33.6908)
805: (x,y)=(4.03257,34.2084)
806: (x,y)=(3.54872,36.149)
807: (x,y)=(1.70772,35.3675)
808: (x,y)=(1.46398,37.3526)
809: (x,y)=(-0.0903155,36.094)
810: (x,y)=(-0.574159,34.1534)
811: (x,y)=(1.22343,35.0301)
812: (x,y)=(-0.725311,35.4801)
813: (x,y)=(-2.11463,34.0414)
814: (x,y)=(-0.382577,35.0414)
815: (x,y)=(1.03164,33.6272)
816: (x,y)=(-0.143934,32.0091)
817: (x,y)=(-0.627778,33.9497)
818: (x,y)=(0.248964,32.1521)
819: (x,y)=(0.458021,34.1412)
820: (x,y)=(2.4568,34.211)
821: (x,y)=(2.94065,36.1516)
822: (x,y)=(4.93304,35.9773)
823: (x,y)=(5.17677,37.9623)
824: (x,y)=(6.89111,38.9924)
825: (x,y)=(8.78215,39.6436)
826: (x,y)=(7.9054,41.4411)
827: (x,y)=(5.96481,40.9573)
828: (x,y)=(5.75576,38.9683)
829: (x,y)=(5.82555,40.967)
830: (x,y)=(7.53989,39.937)
831: (x,y)=(7.43522,41.9342)
832: (x,y)=(8.5536,40.2761)
833: (x,y)=(10.2497,39.2163)
834: (x,y)=(9.73206,37.2845)
835: (x,y)=(8.31785,38.6987)
836: (x,y)=(6.34823,39.046)
837: (x,y)=(6.62658,41.0265)
838: (x,y)=(4.64604,40.7482)
839: (x,y)=(2.91399,39.7482)
840: (x,y)=(4.59133,38.6589)
841: (x,y)=(6.30567,39.689)
842: (x,y)=(7.61779,38.1795)
843: (x,y)=(5.64241,37.8667)
844: (x,y)=(6.45588,36.0396)
845: (x,y)=(5.39604,34.3435)
846: (x,y)=(5.50072,36.3407)
847: (x,y)=(7.49797,36.4454)
848: (x,y)=(6.13398,34.9827)
849: (x,y)=(8.01336,34.2987)
850: (x,y)=(9.0732,35.9948)
851: (x,y)=(7.89763,34.3767)
852: (x,y)=(5.90859,34.1677)
853: (x,y)=(7.90737,34.2375)
854: (x,y)=(6.14147,33.2985)
855: (x,y)=(4.19273,32.8486)
856: (x,y)=(5.97475,31.9406)
857: (x,y)=(6.55949,30.028)
858: (x,y)=(8.52911,29.6807)
859: (x,y)=(8.52911,27.6807)
860: (x,y)=(8.70342,29.6731)
861: (x,y)=(6.95418,30.6427)
862: (x,y)=(7.53892,28.7301)
863: (x,y)=(9.47951,29.214)
864: (x,y)=(7.5774,28.5959)
865: (x,y)=(5.8813,27.5361)
866: (x,y)=(4.00192,26.8521)
867: (x,y)=(2.14755,27.6013)
868: (x,y)=(1.11747,25.8869)
869: (x,y)=(-0.000911627,27.545)
870: (x,y)=(1.65716,28.6634)
871: (x,y)=(2.20844,30.5859)
872: (x,y)=(4.18897,30.3076)
873: (x,y)=(2.18928,30.3425)
874: (x,y)=(0.334911,31.0917)
875: (x,y)=(1.95295,32.2673)
876: (x,y)=(3.70218,31.2976)
877: (x,y)=(5.16489,32.6616)
878: (x,y)=(7.16002,32.5221)
879: (x,y)=(9.15972,32.4872)
880: (x,y)=(7.54168,31.3117)
881: (x,y)=(5.74409,32.1884)
882: (x,y)=(7.63513,31.5373)
883: (x,y)=(9.63026,31.3978)
884: (x,y)=(7.93416,30.3379)
885: (x,y)=(7.08893,32.1505)
886: (x,y)=(7.9024,33.9776)
887: (x,y)=(8.61914,35.8448)
888: (x,y)=(8.34079,37.8253)
889: (x,y)=(9.27973,39.5912)
890: (x,y)=(8.6617,41.4933)
891: (x,y)=(10.3578,42.5532)
892: (x,y)=(11.4176,40.8571)
893: (x,y)=(13.1835,39.9181)
894: (x,y)=(14.2136,38.2038)
895: (x,y)=(14.2485,36.2041)
896: (x,y)=(14.4228,38.1965)
897: (x,y)=(15.7084,36.6644)
898: (x,y)=(17.678,36.3171)
899: (x,y)=(19.46,35.4091)
900: (x,y)=(20.7983,36.8954)
901: (x,y)=(19.5127,35.3633)
902: (x,y)=(21.476,35.7449)
903: (x,y)=(23.4732,35.8496)
904: (x,y)=(21.6606,36.6948)
905: (x,y)=(21.7304,34.6961)
906: (x,y)=(19.7304,34.6961)
907: (x,y)=(19.9047,36.6885)
908: (x,y)=(21.2168,38.1979)
909: (x,y)=(21.0773,36.2027)
910: (x,y)=(22.336,34.6485)
911: (x,y)=(23.1494,32.8214)
912: (x,y)=(23.9629,34.6485)
913: (x,y)=(21.9933,34.9957)
914: (x,y)=(21.0237,33.2465)
915: (x,y)=(19.024,33.2814)
916: (x,y)=(20.3622,34.7677)
917: (x,y)=(22.2033,35.5492)
918: (x,y)=(21.2643,33.7833)
919: (x,y)=(19.4099,34.5325)
920: (x,y)=(19.5495,36.5276)
921: (x,y)=(17.8174,35.5276)
922: (x,y)=(19.6968,34.8436)
923: (x,y)=(18.2105,36.1818)
924: (x,y)=(18.6263,34.2255)
925: (x,y)=(18.6263,32.2255)
926: (x,y)=(20.2236,31.0219)
927: (x,y)=(18.3326,30.3708)
928: (x,y)=(18.2628,32.3696)
929: (x,y)=(16.4084,33.1188)
930: (x,y)=(14.5174,33.7699)
931: (x,y)=(16.5064,33.979)
932: (x,y)=(16.6111,35.9762)
933: (x,y)=(17.1623,34.0537)
934: (x,y)=(19.1596,33.949)
935: (x,y)=(20.4717,32.4396)
936: (x,y)=(18.7225,31.47)
937: (x,y)=(18.1712,29.5475)
938: (x,y)=(18.2061,31.5472)
939: (x,y)=(19.5444,33.0334)
940: (x,y)=(18.2588,31.5014)
941: (x,y)=(17.5748,29.622)
942: (x,y)=(19.5444,29.9693)
943: (x,y)=(19.4049,27.9741)
944: (x,y)=(17.9422,29.3381)
945: (x,y)=(18.6914,27.4838)
946: (x,y)=(20.3494,26.3654)
947: (x,y)=(21.0006,28.2564)
948: (x,y)=(22.7826,27.3484)
949: (x,y)=(22.5042,25.3679)
950: (x,y)=(20.5091,25.5074)
951: (x,y)=(19.9578,23.5849)
952: (x,y)=(19.474,25.5255)
953: (x,y)=(18.6288,27.3381)
954: (x,y)=(17.5987,25.6238)
955: (x,y)=(18.4122,27.4509)
956: (x,y)=(19.2574,29.2635)
957: (x,y)=(18.5734,31.1429)
958: (x,y)=(16.6823,31.794)
959: (x,y)=(16.9952,29.8186)
960: (x,y)=(16.3772,31.7207)
961: (x,y)=(18.3259,32.1706)
962: (x,y)=(17.3869,30.4047)
963: (x,y)=(15.4959,29.7536)
964: (x,y)=(15.9798,31.6942)
965: (x,y)=(17.9794,31.6593)
966: (x,y)=(18.5642,33.5719)
967: (x,y)=(18.4944,31.5731)
968: (x,y)=(20.307,32.4183)
969: (x,y)=(21.5657,33.9726)
970: (x,y)=(23.4567,33.3215)
971: (x,y)=(23.2129,31.3364)
972: (x,y)=(21.2433,31.6837)
973: (x,y)=(19.8793,30.221)
974: (x,y)=(19.5665,32.1964)
975: (x,y)=(19.8793,34.1718)
976: (x,y)=(18.1832,33.1119)
977: (x,y)=(19.2725,34.7893)
978: (x,y)=(18.1541,36.4473)
979: (x,y)=(18.467,34.472)
980: (x,y)=(16.9127,33.2133)
981: (x,y)=(17.4975,35.1259)
982: (x,y)=(16.1853,33.6165)
983: (x,y)=(14.631,32.3579)
984: (x,y)=(14.3873,34.343)
985: (x,y)=(14.1436,32.3579)
986: (x,y)=(14.0041,34.353)
987: (x,y)=(14.1087,32.3557)
988: (x,y)=(16.106,32.2511)
989: (x,y)=(14.1072,32.3209)
990: (x,y)=(12.1439,31.9392)
991: (x,y)=(14.129,32.183)
992: (x,y)=(12.5747,33.4416)
993: (x,y)=(11.5149,35.1377)
994: (x,y)=(10.3113,36.735)
995: (x,y)=(11.9886,37.8243)
996: (x,y)=(13.9737,38.068)
997: (x,y)=(15.46,36.7297)
998: (x,y)=(13.5037,36.3139)
999: (x,y)=(15.46,35.8981)
1000: (x,y)=(16.8987,34.5088)
1001: (x,y)=(18.453,33.2501)
1002: (x,y)=(20.4335,32.9718)
1003: (x,y)=(18.8362,31.7682)
1004: (x,y)=(16.8375,31.6984)
1005: (x,y)=(16.5246,29.723)
1006: (x,y)=(18.4564,29.2054)
1007: (x,y)=(20.4127,28.7895)
1008: (x,y)=(18.4902,29.3408)
1009: (x,y)=(19.6086,30.9989)
1010: (x,y)=(19.7829,29.0065)
1011: (x,y)=(18.6936,27.3291)
1012: (x,y)=(17.1393,26.0705)
1013: (x,y)=(18.2286,24.3932)
1014: (x,y)=(18.5415,22.4178)
1015: (x,y)=(20.4821,22.9016)
1016: (x,y)=(19.9982,24.8422)
1017: (x,y)=(21.8253,25.6557)
1018: (x,y)=(20.7952,23.9414)
1019: (x,y)=(22.5096,24.9714)
1020: (x,y)=(24.502,24.7971)
1021: (x,y)=(23.6252,22.9995)
1022: (x,y)=(24.6553,21.2852)
1023: (x,y)=(26.4963,22.0667)
1024: (x,y)=(27.9826,20.7284)
1025: (x,y)=(29.9799,20.6237)
1026: (x,y)=(29.4286,22.5463)
1027: (x,y)=(31.308,21.8622)
1028: (x,y)=(29.6697,20.7151)
1029: (x,y)=(27.7571,20.1303)
1030: (x,y)=(26.5257,21.7063)
1031: (x,y)=(28.4168,21.0552)
1032: (x,y)=(27.6353,22.8962)
1033: (x,y)=(26.8539,21.0552)
1034: (x,y)=(27.7928,19.2893)
1035: (x,y)=(29.207,20.7035)
1036: (x,y)=(27.3049,21.3216)
1037: (x,y)=(25.4377,20.6048)
1038: (x,y)=(27.4268,20.3958)
1039: (x,y)=(28.6023,18.7777)
1040: (x,y)=(30.5249,19.329)
1041: (x,y)=(28.7273,20.2057)
1042: (x,y)=(30.6905,20.5874)
1043: (x,y)=(32.6756,20.8311)
1044: (x,y)=(32.8499,22.8235)
1045: (x,y)=(30.8548,22.684)
1046: (x,y)=(32.3869,23.9696)
1047: (x,y)=(34.2279,24.751)
1048: (x,y)=(35.8662,23.6039)
1049: (x,y)=(34.2081,22.4855)
1050: (x,y)=(35.6468,21.0962)
1051: (x,y)=(37.0855,19.7068)
1052: (x,y)=(38.1453,18.0108)
1053: (x,y)=(37.798,16.0411)
1054: (x,y)=(35.971,15.2277)
1055: (x,y)=(37.6483,14.1384)
1056: (x,y)=(35.6532,14.2779)
1057: (x,y)=(33.8712,13.3699)
1058: (x,y)=(32.0736,14.2467)
1059: (x,y)=(33.7697,15.3065)
1060: (x,y)=(32.4314,13.8202)
1061: (x,y)=(30.7171,12.7901)
1062: (x,y)=(30.3354,10.8269)
1063: (x,y)=(28.5862,11.7965)
1064: (x,y)=(30.2635,12.8858)
1065: (x,y)=(29.8477,14.8421)
1066: (x,y)=(31.811,15.2237)
1067: (x,y)=(30.6926,16.8818)
1068: (x,y)=(32.1553,15.5178)
1069: (x,y)=(33.0942,17.2837)
1070: (x,y)=(35.0069,16.6989)
1071: (x,y)=(36.9556,17.1488)
1072: (x,y)=(37.0603,15.1516)
1073: (x,y)=(35.1582,14.5335)
1074: (x,y)=(36.7762,15.7091)
1075: (x,y)=(36.2249,13.7866)
1076: (x,y)=(34.7862,12.3973)
1077: (x,y)=(32.7865,12.3624)
1078: (x,y)=(30.7975,12.5714)
1079: (x,y)=(32.7865,12.7805)
1080: (x,y)=(34.5186,11.7805)
1081: (x,y)=(32.5262,11.9548)
1082: (x,y)=(34.4825,12.3706)
1083: (x,y)=(32.5915,11.7195)
1084: (x,y)=(34.5866,11.58)
1085: (x,y)=(36.1409,10.3213)
1086: (x,y)=(34.5649,9.08999)
1087: (x,y)=(35.1161,7.16746)
1088: (x,y)=(34.5649,9.08999)
1089: (x,y)=(34.0472,7.15814)
1090: (x,y)=(33.7689,5.1776)
1091: (x,y)=(33.4216,7.14722)
1092: (x,y)=(32.9039,5.21536)
1093: (x,y)=(34.8265,5.76664)
1094: (x,y)=(34.9311,7.7639)
1095: (x,y)=(34.5838,9.73351)
1096: (x,y)=(35.0677,11.6741)
1097: (x,y)=(33.7294,13.1604)
1098: (x,y)=(33.6945,15.1601)
1099: (x,y)=(35.5489,15.9093)
1100: (x,y)=(36.4256,17.7069)
1101: (x,y)=(37.6569,19.2829)
1102: (x,y)=(39.5888,18.7653)
1103: (x,y)=(40.5584,17.016)
1104: (x,y)=(39.8417,18.8832)
1105: (x,y)=(41.2804,20.2725)
1106: (x,y)=(43.2694,20.4816)
1107: (x,y)=(42.2096,22.1777)
1108: (x,y)=(42.991,20.3367)
1109: (x,y)=(41.4816,19.0245)
1110: (x,y)=(41.1687,20.9999)
1111: (x,y)=(39.8566,22.5093)
1112: (x,y)=(37.8812,22.1965)
1113: (x,y)=(39.8445,21.8148)
1114: (x,y)=(38.9056,23.5807)
1115: (x,y)=(38.9405,25.5804)
1116: (x,y)=(39.7219,23.7394)
1117: (x,y)=(41.6707,23.2895)
1118: (x,y)=(40.6707,25.0216)
1119: (x,y)=(41.3874,26.8887)
1120: (x,y)=(40.269,25.2307)
1121: (x,y)=(42.051,24.3227)
1122: (x,y)=(40.8197,25.8987)
1123: (x,y)=(42.7516,25.3811)
1124: (x,y)=(42.8214,27.3798)
After 1125 steps,the subject has the following location:
(x,y)=(42.8214,27.3798)
or
(m,a)=(50.8264,57.4053)
Average outward distance per step=0.045179


